quantile_cutoff,threshold,n_treated,outcome,did_coef,se,pvalue,nobs
0.5,0.16999999999999993,219,pct_bottom40,-0.27246220144418454,0.49842276645256495,0.5846200436585678,831
0.5,0.16999999999999993,219,pct_top20,0.23173925030540538,0.289827581589699,0.42395635342683824,831
0.5,0.16999999999999993,219,pct_low_income,-0.13748753593135962,0.40669993672654253,0.7353206499611371,831
0.5,0.16999999999999993,219,pct_below_120pct_social_min,-0.05682793699929376,0.3856440206717354,0.8828490343234254,831
0.5,0.16999999999999993,219,income_household,0.12701574566731416,1.0029926116790113,0.8992278921828464,782
0.5,0.16999999999999993,219,income_inhabitant,0.004067152078778522,0.8271129518402591,0.9960765881307371,801
0.5,0.16999999999999993,219,n_high_education,-23.298961393681797,24.483744820644695,0.3412951192443733,671
0.5,0.16999999999999993,219,woz_value,-2.888173080188051,5.5331732024499924,0.6016883666252001,757
0.5,0.16999999999999993,219,pct_owner_occupied,0.24136684910001271,0.3943356764457092,0.540481694800117,770
0.5,0.16999999999999993,219,pct_rental,-0.41857103786834315,0.39568111967409725,0.290124103731623,770
0.5,0.16999999999999993,219,pct_unoccupied,1.1125669881269538,0.6714752815699591,0.0975398166207295,770
0.5,0.16999999999999993,219,pop_age_25_45,-10.838503566130303,18.822083464244514,0.5647235126130512,834
0.5,0.16999999999999993,219,pop_age_0_15,13.38471580171413,5.838675577723402,0.021881230109336156,834
0.5,0.16999999999999993,219,pop_age_65_plus,-5.776783180968118,4.215434686595834,0.17056566265921447,834
0.5,0.16999999999999993,219,avg_household_size,0.012063758087866722,0.012639095797388386,0.3398409712508852,833
0.55,0.4599999999999973,198,pct_bottom40,-0.08896092553815323,0.5380148306960395,0.8686682525930625,831
0.55,0.4599999999999973,198,pct_top20,0.19987146129378433,0.2912257941009782,0.49251702400250996,831
0.55,0.4599999999999973,198,pct_low_income,-0.46064271507114246,0.42337888084195224,0.2765883375623849,831
0.55,0.4599999999999973,198,pct_below_120pct_social_min,-0.30144146237381664,0.4011364935377113,0.4523707163905285,831
0.55,0.4599999999999973,198,income_household,0.2328516345448005,1.0280161040825888,0.8208080301834704,782
0.55,0.4599999999999973,198,income_inhabitant,-0.052738432913438674,0.817718386720085,0.9485763944207298,801
0.55,0.4599999999999973,198,n_high_education,-23.111875224445185,24.760616526968317,0.3506068986051366,671
0.55,0.4599999999999973,198,woz_value,-1.2688457288244224,5.685225997648965,0.823393091207899,757
0.55,0.4599999999999973,198,pct_owner_occupied,-0.01871026050136826,0.39602188466613164,0.9623175470264032,770
0.55,0.4599999999999973,198,pct_rental,-0.1350562755541111,0.39612497907533545,0.7331460427160503,770
0.55,0.4599999999999973,198,pct_unoccupied,1.3127597567754168,0.6805290958446372,0.05372737240803341,770
0.55,0.4599999999999973,198,pop_age_25_45,-6.364447916209773,18.805283544268075,0.735032125689288,834
0.55,0.4599999999999973,198,pop_age_0_15,13.028509534247437,5.948386410599268,0.028505426050815748,834
0.55,0.4599999999999973,198,pop_age_65_plus,-5.222497359964736,4.498869949606045,0.24570433571899775,834
0.55,0.4599999999999973,198,avg_household_size,0.00787108755937362,0.012715317598346836,0.5359005070187726,833
0.6000000000000001,1.3320000000000027,176,pct_bottom40,0.07182903112789121,0.565227233694042,0.8988771448337316,831
0.6000000000000001,1.3320000000000027,176,pct_top20,0.16035178182342863,0.30594588298574915,0.600196384411878,831
0.6000000000000001,1.3320000000000027,176,pct_low_income,-0.581925531284486,0.45138864461338435,0.1973321911986301,831
0.6000000000000001,1.3320000000000027,176,pct_below_120pct_social_min,-0.43069020001685016,0.42415666367410143,0.3099134813468286,831
0.6000000000000001,1.3320000000000027,176,income_household,0.09486675268581723,1.0900817835881502,0.9306499009203842,782
0.6000000000000001,1.3320000000000027,176,income_inhabitant,-0.5984100562506439,0.8323663255649904,0.47218632077876244,801
0.6000000000000001,1.3320000000000027,176,n_high_education,-19.914419716803124,26.11956178489606,0.4458015286038084,671
0.6000000000000001,1.3320000000000027,176,woz_value,-5.184227488748714,5.760080089373824,0.36810589278289696,757
0.6000000000000001,1.3320000000000027,176,pct_owner_occupied,0.32204214737535264,0.40530326768032265,0.4268632012988903,770
0.6000000000000001,1.3320000000000027,176,pct_rental,-0.44710059238767874,0.40451439868432815,0.26903944020524506,770
0.6000000000000001,1.3320000000000027,176,pct_unoccupied,1.209912746222282,0.7548448823289428,0.10896495858488725,770
0.6000000000000001,1.3320000000000027,176,pop_age_25_45,0.7440795987138138,19.80585122407889,0.9700315835685732,834
0.6000000000000001,1.3320000000000027,176,pop_age_0_15,14.964703026390959,6.2623287380712975,0.01686495506179896,834
0.6000000000000001,1.3320000000000027,176,pop_age_65_plus,-6.118611243342,4.617088681996985,0.18510157050899723,834
0.6000000000000001,1.3320000000000027,176,avg_household_size,0.008114002290007298,0.013116864003411575,0.5361844121917417,833
0.6500000000000001,2.872000000000003,154,pct_bottom40,-0.761782149079624,0.5159202316799707,0.1397962348874116,831
0.6500000000000001,2.872000000000003,154,pct_top20,0.6366484989690706,0.304620050706831,0.03661998401482335,831
0.6500000000000001,2.872000000000003,154,pct_low_income,-0.2032026657420155,0.4353324706292901,0.6406602858452205,831
0.6500000000000001,2.872000000000003,154,pct_below_120pct_social_min,-0.1967691693054538,0.40510432693666154,0.6271623833691309,831
0.6500000000000001,2.872000000000003,154,income_household,-0.8599414994901629,1.0776498971389437,0.4248829393889968,782
0.6500000000000001,2.872000000000003,154,income_inhabitant,-0.8047594201490526,0.8195552440854613,0.32612619573985335,801
0.6500000000000001,2.872000000000003,154,n_high_education,-0.9469923717433293,28.170407493410988,0.9731829117220197,671
0.6500000000000001,2.872000000000003,154,woz_value,-0.5949223244484126,5.591192889484425,0.9152622401085084,757
0.6500000000000001,2.872000000000003,154,pct_owner_occupied,0.30385629803278713,0.4390156412687428,0.4888551179965832,770
0.6500000000000001,2.872000000000003,154,pct_rental,-0.4371848059334309,0.43486202953133996,0.31473248170958934,770
0.6500000000000001,2.872000000000003,154,pct_unoccupied,1.2176993363760658,0.8214042422217622,0.1382178086752446,770
0.6500000000000001,2.872000000000003,154,pop_age_25_45,-0.7912613058917946,21.61331632026123,0.9707960513607768,834
0.6500000000000001,2.872000000000003,154,pop_age_0_15,16.22171336964517,6.731686192025639,0.015963243328563335,834
0.6500000000000001,2.872000000000003,154,pop_age_65_plus,-6.795221743894583,5.002759013545838,0.17437014758291658,834
0.6500000000000001,2.872000000000003,154,avg_household_size,0.01259971106057587,0.012463686331722634,0.31205774421387855,833
0.7000000000000002,7.68200000000021,132,pct_bottom40,-0.4772197017835011,0.5304006582311002,0.36826162833908116,831
0.7000000000000002,7.68200000000021,132,pct_top20,0.6224550747630919,0.3147117055412134,0.04794472451945973,831
0.7000000000000002,7.68200000000021,132,pct_low_income,-0.18873385167939224,0.46691172453612956,0.6860528464511181,831
0.7000000000000002,7.68200000000021,132,pct_below_120pct_social_min,-0.09666267710157704,0.4269277993369745,0.8208789914674662,831
0.7000000000000002,7.68200000000021,132,income_household,-2.436887736695838,1.1041330920802277,0.027309883358641464,782
0.7000000000000002,7.68200000000021,132,income_inhabitant,-0.9009126764717886,0.8657986963448682,0.2980813134488416,801
0.7000000000000002,7.68200000000021,132,n_high_education,0.4424702747175271,29.560225020856876,0.9880573636479556,671
0.7000000000000002,7.68200000000021,132,woz_value,-1.5978749545728228,5.650877037999807,0.7773563469268358,757
0.7000000000000002,7.68200000000021,132,pct_owner_occupied,0.13614757258937904,0.459383399832987,0.7669473431491457,770
0.7000000000000002,7.68200000000021,132,pct_rental,-0.2551326465712327,0.45583061307632744,0.5756777180903249,770
0.7000000000000002,7.68200000000021,132,pct_unoccupied,1.6633614799217322,0.8572749500647769,0.0523445315045635,770
0.7000000000000002,7.68200000000021,132,pop_age_25_45,-10.429613577996982,22.72595114209183,0.6462846614936093,834
0.7000000000000002,7.68200000000021,132,pop_age_0_15,14.22980410531854,7.118601385304809,0.04561261081987003,834
0.7000000000000002,7.68200000000021,132,pop_age_65_plus,-1.6827730916149264,5.433029349615317,0.7567661596338849,834
0.7000000000000002,7.68200000000021,132,avg_household_size,0.0029600268433294533,0.012956749915988547,0.819292983382356,833
0.7500000000000002,14.260000000000002,109,pct_bottom40,-0.40557452312436687,0.5539496821701866,0.46407672841996805,831
